number,namefrom_station_code,type,zonefrom_station_code,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car,code,namecode,zonecode,state,address,latitude,longitude
18005,HOWRAH - JAGDALPUR Samaleshwari Exp,Exp,SER,HWH,HOWRAH JN,JDB,JAGDALPUR,21:35:00,20:25:00,22.0,50.0,1057.0,18006,1,1,1,1,0,0,MNZ,MANANI,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.498609,29.884915
52556,Budhma Banmankhi Passenger,Pass,ECR,BDMA,Budhma,BNKI,Banmankhi Junction,22:10:00,00:05:00,1.0,55.0,34.0,52557,0,0,0,0,0,0,MLN,MAILANI,NER,Uttar Pradesh,"Lakhimpur Kheri, Uttar Pradesh",80.347318,28.284349
52903,Mahesana Ahmedabad Passenger,Pass,WR,MSH,MAHESANA JN,ADI,AHMEDABAD JN,05:20:00,07:50:00,2.0,30.0,69.0,52904,0,0,0,0,0,0,MSP,MANSURPUR,NR,Uttar Pradesh,"Muzaffarnagar, Uttar Pradesh",77.719182,29.355377
52907,Mahesana Ahmedabad Passenger,Pass,WR,MSH,MAHESANA JN,ADI,AHMEDABAD JN,12:10:00,14:55:00,2.0,45.0,69.0,52906,0,0,0,0,0,0,MUT,MEERUT CANT,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.686937,29.015997
52909,Mahesana Ahmedabad Passenger,Pass,WR,MSH,MAHESANA JN,ADI,AHMEDABAD JN,14:30:00,17:05:00,2.0,35.0,69.0,52908,0,0,0,0,0,0,MTC,MEERUT CITY,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.675106,28.97761
52910,Ahmedabad Mahesana Fast Passenger,Pass,WR,ADI,AHMEDABAD JN,MSH,MAHESANA JN,04:55:00,07:40:00,2.0,45.0,69.0,52909,0,0,0,0,0,0,MUD,MURADNAGAR,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.506774,28.759017
52911,Ranuj Ahmedabad Fast Passenger,Pass,WR,RUJ,RANUJ,ADI,AHMEDABAD JN,06:15:00,10:30:00,4.0,15.0,129.0,52912,0,0,0,0,0,0,MSRP,MURHESI RAMPUR,WCR,Uttar Pradesh,"SH 33, Uttar Pradesh",77.62741799999999,27.412426
52924,Ahmedabad Khed Brahma Passenger,Pass,WR,ADI,AHMEDABAD JN,KDBM,Khed Brahma,08:10:00,13:35:00,5.0,25.0,188.0,52925,0,0,0,0,0,0,MT,Matera,NER,Uttar Pradesh,"Bahraich, Uttar Pradesh",81.55344699999999,27.784934
52929,Veraval Dhasa Passenger,Pass,WR,VRL,VERAVAL,DAS,DHASA JN,09:45:00,16:45:00,7.0,0.0,190.0,52930,0,0,0,0,0,0,MOM,Maman,NR,Uttar Pradesh,"National Highway 91, Uttar Pradesh",77.86108700000001,28.330372
52932,Dhasa Jetalsar Passenger,Pass,WR,DAS,DHASA JN,JLR,JETALSAR JN,17:30:00,19:55:00,2.0,25.0,105.0,52931,0,0,0,0,0,0,MPUE,MAINPURI KACHRI,NCR,Uttar Pradesh,"Mainpuri Kachri, Uttar Pradesh",79.06563200000001,27.227142
52933,Veraval Dhasa Passenger,Pass,WR,VRL,VERAVAL,DAS,DHASA JN,13:55:00,20:20:00,6.0,25.0,190.0,,0,0,0,0,0,0,MUZ,MOHIUDDINPUR,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.621531,28.885405
52950,Delvada Veraval Passenger,Pass,WR,DVA,Delvada,VRL,VERAVAL,08:05:00,11:20:00,3.0,15.0,94.0,52949,0,0,0,0,0,0,MXY,MAHUARIYA,ECR,Uttar Pradesh,"Sonebhadra, Uttar Pradesh",83.3105186481,24.2277400211
52965,Ratlam Mhow Fast Passenger,Pass,WR,RTM,RATLAM JN,MHOW,Mhow,17:00:00,21:15:00,4.0,15.0,147.0,52966,1,0,0,0,0,0,MUH,Murthiha,NER,Uttar Pradesh,"State Highway 26, Uttar Pradesh",81.37814700000001,28.030462
53018,Azimganj Katwa Passenger,Pass,ER,AZ,AZIMGANJ JN,KWAE,KATWA,15:15:00,17:45:00,2.0,30.0,73.0,53017,0,0,0,0,0,0,NSU,NISUI,NR,Uttar Pradesh,"Aonla- Bareilly Link Rd, Uttar Pradesh",79.236446,28.290931
53061,Barddhaman-Hatia Passenger,Pass,ER,BWN,BARDDHAMAN JN,HTE,HATIA,06:15:00,17:40:00,11.0,25.0,345.0,53062,0,0,0,0,0,0,NTG,NURSRATABAD KHARKHAR,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.307785,28.775277
53070,Rampurhat Barddhaman Passenger,Pass,ER,RPH,RAMPUR HAT,BWN,BARDDHAMAN JN,06:15:00,08:47:00,2.0,32.0,112.0,53069,0,0,0,0,0,0,SSC,Shahi,NER,Uttar Pradesh,"Shahi, Uttar Pradesh",79.69100300000001,28.588173
53321,ASANSOL DHANBAD PASS,Pass,?,ASN,ASANSOL JN,DHN,DHANBAD JN,16:30:00,18:00:00,1.0,30.0,59.0,53322,0,0,0,0,0,0,OBR,OBRA DAM,ECR,Uttar Pradesh,"Obra, Uttar Pradesh",82.975949,24.438661
37355,Howrah-Tarakeswar Local,MEMU,?,HWH,HOWRAH JN,TAK,Tarakeswar,10:20:00,11:50:00,1.0,30.0,57.0,37356,0,0,0,0,0,0,PHX,PATHAKPUR,NR,Uttar Pradesh,"Chandausi, Uttar Pradesh",78.580494,28.369685
53338,Ranchi Garhbeta Passenger,Pass,ECR,RNC,RANCHI,GBA,GARHBETA,15:25:00,21:25:00,6.0,0.0,269.0,53337,0,0,0,0,0,0,PMM,PARSEHRA MAL,NER,Uttar Pradesh,"Parsehra, Uttar Pradesh",80.72917899999999,27.729917
11055,MUMBAI LTT - GORAKHPUR Exp,Exp,CR,LTT,LOKMANYA TILAK TERM,GKP,GORAKHPUR JN,10:55:00,20:15:00,33.0,20.0,1733.0,11056,1,1,1,0,0,0,PLS,PIPALSANA,NER,Uttar Pradesh,"State Highway 49, Uttar Pradesh",78.83533,28.952153
51882,Agra Gwalior Fast Passenger,Pass,NCR,AGC,AGRA CANTT,GWL,GWALIOR JN,07:35:00,10:15:00,2.0,40.0,118.0,51881,0,0,0,0,0,0,PRTP,PARTAPUR,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.648699,28.925112
53484,Rajmahal Tinpahar Passenger,Pass,?,RJL,Rajmahal,TPH,TINPAHAR JN,06:48:00,07:13:00,0.0,25.0,11.0,53485,0,0,0,0,0,0,PUF,Pauta,NER,Uttar Pradesh,"Pauta, Uttar Pradesh",79.8118731085,28.4516032684
53487,Tinpahar Rajmahal Pass,Pass,?,TPH,TINPAHAR JN,RJL,Rajmahal,16:20:00,16:45:00,0.0,25.0,11.0,53488,0,0,0,0,0,0,PLWR,Phulwaria,NER,Uttar Pradesh,"Phulwaria, Uttar Pradesh",84.255615343,26.4688026951
53513,MADHUPUR GIRIDIH PASS,Pass,?,MDP,MADHUPUR JN,GRD,Giridih,08:30:00,09:30:00,1.0,0.0,36.0,53514,0,0,0,0,0,0,PLP,PHULPUR,NR,Uttar Pradesh,"Phulpur, Uttar Pradesh",82.091535,25.552534
53514,Giridih-Madhupur Passenger,Pass,ER,GRD,Giridih,MDP,MADHUPUR JN,09:50:00,10:50:00,1.0,0.0,36.0,53513,0,0,0,0,0,0,PRG,PRAYAG,NR,Uttar Pradesh,"Allahabad, Uttar Pradesh",81.867081,25.467939
53603,Gaya Dehri On Sone Passenger,Pass,ECR,GAYA,GAYA JN,DOS,DEHRI ON SONE,16:15:00,18:40:00,2.0,25.0,85.0,53602,0,0,0,0,0,0,KRSL,Krishnashilla,ECR,Uttar Pradesh,"Sonebhadra, Uttar Pradesh",82.7684964,24.1550254
53647,Dildarnagar Tarighat Passenger,Pass,NCR,DLN,DILDARNAGAR JN,TRG,Tarighat,17:00:00,17:45:00,0.0,45.0,19.0,53646,0,0,0,0,0,0,RMGJ,RAMGANJ,NR,Uttar Pradesh,"State Highway 9, Uttar Pradesh",82.020731,26.049174
57517,Hyderabad-Tandur Passenger,Pass,SCR,HYB,HYDERABAD DECCAN,TDU,TANDUR,12:35:00,15:15:00,2.0,40.0,116.0,,1,0,0,0,0,0,PRKE,PURUA KHERA,NR,Uttar Pradesh,"Bijnour, Uttar Pradesh",78.94859100000001,28.38702
19916,Ahmedabad Mahesana InterCity,Exp,WR,ADI,AHMEDABAD JN,MSH,MAHESANA JN,07:45:00,09:50:00,2.0,5.0,69.0,19915,0,0,0,0,0,0,RBK,REOTI BAHORA KHERA,NR,Uttar Pradesh,"Reoti B Khera, Uttar Pradesh",79.107047,28.318709
53611,Barwadih Dehri on Sone Passenger,Pass,?,BRWD,BARWADIH JN,DOS,DEHRI ON SONE,05:30:00,10:00:00,4.0,30.0,164.0,53612,0,0,0,0,0,0,PPKD,PAPRAKUND,ECR,Uttar Pradesh,"Obra, Uttar Pradesh",82.93171099999999,24.42109
53623,JHAJHA - GAYA Passenger,Pass,ECR,JAJ,JHAJHA,GAYA,GAYA JN,13:00:00,20:25:00,7.0,25.0,182.0,53624,0,0,0,0,0,0,PRZ,Parsa,NER,Uttar Pradesh,"Itwa Badhayan Rd, Uttar Pradesh",82.908499,27.435148
53648,Tarighat Dildarnagar Passenger,Pass,NCR,TRG,Tarighat,DLN,DILDARNAGAR JN,17:55:00,18:40:00,0.0,45.0,19.0,53647,0,0,0,0,0,0,RNIR,Rajnarainpur,NER,Uttar Pradesh,"State Highway 90, Uttar Pradesh",80.418359,28.313863
54018,Bhiwani Rohtak Passenger,Pass,NR,BNW,Bhiwani,ROK,ROHTAK JN,16:00:00,17:20:00,1.0,20.0,49.0,,0,0,0,0,0,0,RGLI,RANGAULI,NCR,Uttar Pradesh,"Mahoba, Uttar Pradesh",79.887282,25.150233
54035,DELHI  - JAKHAL PASSENGER,Pass,NR,DLI,OLD DELHI,JHL,JAKHAL JN,15:25:00,21:35:00,6.0,10.0,199.0,54036,0,0,0,0,0,0,PTRE,Patara,NCR,Uttar Pradesh,"Kanpur Nagar, Uttar Pradesh",80.203446,26.232168
54042,Jind Kurukshetra Passenger,Pass,NR,JIND,JIND JN,KKDE,KURUKSHETRA JN,13:10:00,16:15:00,3.0,5.0,126.0,54041,0,0,0,0,0,0,RBJ,Raibojha,NER,Uttar Pradesh,"State Highway 26, Uttar Pradesh",81.471651,27.971209
54050,ROHTAK - JIND PASSENGER,Pass,NR,JIND,JIND JN,ROK,ROHTAK JN,16:00:00,20:10:00,4.0,10.0,141.0,54049,0,0,0,0,0,0,RNA,ROHANA KALAN,NR,Uttar Pradesh,"Muzaffarnagar, Uttar Pradesh",77.68575799999999,29.575725
54105,Mughalsarai Allahabad Passenger,Pass,NCR,MGS,MUGHAL SARAI JN,ALD,ALLAHABAD JN,16:00:00,20:15:00,4.0,15.0,152.0,54106,0,0,0,0,0,0,RPMN,RAMPURMANI HARA,NR,Uttar Pradesh,"Saharanpur, Uttar Pradesh",77.4598714294,29.8055980689
54157,Jhansi Kanpur Passenger,Pass,NCR,JHS,JHANSI JN,CNB,KANPUR CENTRAL,07:55:00,14:00:00,6.0,5.0,222.0,54158,0,0,0,0,0,0,RNQ,RENUKUT,ECR,Uttar Pradesh,"Sonbhadra, Uttar Pradesh",83.039896,24.203558
54193,Hathras Kila Passenger,Pass,NCR,HRS,HATHRAS JN,HRF,Hathras Kila,08:50:00,09:15:00,0.0,25.0,9.0,54192,0,0,0,0,0,0,RRS,Raghuraj Singh,NR,Uttar Pradesh,"Raghuraj Singh Railway Station, Uttar Pradesh",80.87966899999999,26.255836
54226,Raibareli Unchahar Passenger,Pass,NR,RBL,RAE BARELI JN,UCR,Unchahar Junction,08:35:00,09:25:00,0.0,50.0,38.0,54225,0,0,0,0,0,0,RJ,Rawat Ganj,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.2858752405,26.9578306035
54233,Faizabad Lucknow Passenger,Pass,NR,FD,FAIZABAD JN,LKO,LUCKNOW,17:30:00,21:25:00,3.0,55.0,127.0,54232,0,0,0,0,0,0,SAHR,SAHERI,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.44911521,25.559103213
54252,Saharanpur Lucknow Passenger,Pass,NR,SRE,SAHARANPUR,LKO,LUCKNOW,08:20:00,04:05:00,19.0,45.0,520.0,54251,0,0,0,0,0,0,RZJ,RAZAGANJ,NER,Uttar Pradesh,"Lakhimpur Kheri, Uttar Pradesh",80.632889,27.994397
54264,Sultanpur Varanasi Passenger,Pass,NR,SLN,SULTANPUR,BSB,VARANASI JN,06:35:00,10:15:00,3.0,40.0,155.0,54263,0,0,0,0,0,0,RTR,RAMNATHPUR,NER,Uttar Pradesh,"Handia, Uttar Pradesh",82.017775,25.412362
54304,Kalka Delhi Passenger,Pass,NR,KLK,Kalka,DLI,OLD DELHI,07:15:00,19:40:00,12.0,25.0,337.0,54303,0,0,0,0,0,0,SEW,SEHAL,NER,Uttar Pradesh,"MDR 65W, Uttar Pradesh",78.822659,28.918565
54351,Aligarh Bareilly Passenger,Pass,NR,ALJN,ALIGARH JN,BE,BAREILLY,11:50:00,18:20:00,6.0,30.0,167.0,54352,0,0,0,0,0,0,DUB,DABTARA,NR,Uttar Pradesh,"Bisauli, Uttar Pradesh",78.991164,28.368424
54325,Sitapur Kanpur DMU,Pass,NR,SCC,SITAPUR CANT,CNB,KANPUR CENTRAL,10:45:00,19:35:00,8.0,50.0,186.0,54326,0,0,0,0,0,0,SKF,SAKHOTI TANDA,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.71804900000001,29.192626
54326,KANPUR SITAPUR PASS,Pass,NR,CNB,KANPUR CENTRAL,SCC,SITAPUR CANT,05:15:00,14:40:00,9.0,25.0,185.0,54325,0,0,0,0,0,0,SMQL,SHAMLI,NR,Uttar Pradesh,"Shamli, Uttar Pradesh",77.316231,29.444597
54462,BAREILLY - BANDIKUI Passenger,Pass,NR,BE,BAREILLY,BKI,BANDIKUI JN,20:25:00,02:35:00,6.0,10.0,160.0,54461,0,0,0,0,0,0,SOI,Sonaripur,NER,Uttar Pradesh,"MDR 6C, Uttar Pradesh",80.7274215704,28.4746409298
54387,Najibabad Kotdwara Pass,Pass,NR,NBD,NAJIBABAD JN,KTW,KOTDWARA,11:35:00,12:20:00,0.0,45.0,24.0,54386,0,0,0,0,0,0,SKTN,Shakti Nagar,ECR,Uttar Pradesh,"Dist. Sonebhadra, Uttar Pradesh",82.704734,24.122899
54411,Rewari Meerut Cantt. Passenger,Pass,NWR,RE,REWARI,MUT,MEERUT CANT,14:50:00,20:30:00,5.0,40.0,167.0,54412,0,0,0,0,0,0,SNX,SANEH ROAD,NR,Uttar Pradesh,"Saneh Road, Uttar Pradesh",78.4494025903,29.6896522725
54463,BANDIKUI - RISHIKESH Passenger,Pass,NWR,BKI,BANDIKUI JN,RKSH,RISHIKESH,14:50:00,13:55:00,23.0,5.0,579.0,54464,0,0,0,0,0,0,SRNK,Soron,NER,Uttar Pradesh,"Soron, Uttar Pradesh",78.748458,27.883354
54503,Delhi Bhiwani Passenger,Pass,NR,DLI,OLD DELHI,BNW,Bhiwani,16:45:00,20:15:00,3.0,30.0,119.0,54502,0,0,0,0,0,0,SNDY,SANDAI,NER,Uttar Pradesh,"Sandai, Uttar Pradesh",79.990982,28.572634
54531,Ambala Kalka Shuttle,Pass,NR,UMB,AMBALA CANT JN,KLK,Kalka,18:30:00,20:20:00,1.0,50.0,69.0,54532,0,0,0,0,0,0,SPGL,Sarai Gopal,NR,Uttar Pradesh,"Allahabad Bypass, Uttar Pradesh",81.822277,25.548656
54542,AMBALA MEERUT PASS,Pass,NR,UMB,AMBALA CANT JN,MTC,MEERUT CITY,16:25:00,23:15:00,6.0,50.0,194.0,54541,0,0,0,0,0,0,STH,Sethal,NER,Uttar Pradesh,"Bareilly, Uttar Pradesh",79.56736599999999,28.543189
54576,Lohian Khas Ludhiana Passenger,Pass,NR,LNK,LOHIAN KHAS JN,LDH,LUDHIANA JN,05:50:00,08:25:00,2.0,35.0,77.0,54575,0,0,0,0,0,0,SRN,Soron,NER,Uttar Pradesh,"Soron, Uttar Pradesh",78.748798,27.883694
54522,Saharanpur Delhi Passenger,Pass,NR,SRE,SAHARANPUR,DLI,OLD DELHI,04:40:00,09:40:00,5.0,0.0,187.0,54521,0,0,0,0,0,0,GTI,GHUTAI,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",79.4413220264,25.289429766
54556,Bhatinda Ambala Passenger,Pass,NR,BTI,BHATINDA JN,UMB,AMBALA CANT JN,17:25:00,22:45:00,5.0,20.0,200.0,,0,0,0,0,0,0,SSKA,SISARKA,NR,Uttar Pradesh,"State Highway 43, Uttar Pradesh",78.846279,28.431279
54558,Patiala Ambala Passenger,Pass,NR,PTA,Patiala,UMB,AMBALA CANT JN,17:15:00,18:35:00,1.0,20.0,53.0,54557,0,0,0,0,0,0,SRNT,SARNATH,NER,Uttar Pradesh,"Varanasi, Uttar Pradesh",83.032634,25.375998
54701,Bhatinda Lalgarh Passenger,Pass,NWR,BTI,BHATINDA JN,LGH,LALGARH JN,10:50:00,18:45:00,7.0,55.0,321.0,,1,0,0,0,0,0,SYC,SARAI CHANDI,NR,Uttar Pradesh,"Phulpur, Uttar Pradesh",81.97958463810001,25.5394209652
54615,Amritsar Pathankot DMU,Pass,NR,ASR,AMRITSAR JN,PTK,PATHANKOT,17:35:00,20:50:00,3.0,15.0,107.0,54614,0,0,0,0,0,0,SYH,SAIYEDPUR BHTRI,NER,Uttar Pradesh,"Saidpur, Uttar Pradesh",83.23297400000001,25.539724
54786,Fazilka Fir Passenger,Pass,NR,FKA,Fazilka,FZR,FIROZPUR CANT,17:20:00,19:45:00,2.0,25.0,88.0,54785,0,0,0,0,0,0,TRG,Tarighat,ECR,Uttar Pradesh,"Ghazipur, Uttar Pradesh",83.60210496000946,25.571721452321867
54794,Mathura Bayana Passenger,Pass,NWR,MTJ,MATHURA JN,SWM,SAWAI MADHOPUR,14:00:00,19:45:00,5.0,45.0,217.0,,0,0,0,0,0,0,THJ,TALHERI BUZURG,NR,Uttar Pradesh,"SH 59, Uttar Pradesh",77.64430899999999,29.766916
55007,Hajipur Thawe Passenger,Pass,NER,HJP,HAJIPUR JN,THE,Thawe Junction,17:35:00,22:20:00,4.0,45.0,152.0,55008,0,0,0,0,0,0,TPZ,TAPRI JN,NR,Uttar Pradesh,"Saharanpur, Uttar Pradesh",77.58327200000001,29.915728
55031,Gonda Lucknow Passenger,Pass,NER,GD,GONDA JN,LJN,LUCKNOW JN,16:55:00,21:30:00,4.0,35.0,126.0,55032,0,0,0,0,0,0,TQN,TIKUNIA,NER,Uttar Pradesh,"Tikapur Municipality, Uttar Pradesh",80.981217,28.378823
55035,GONDA - SITAPUR Pass,Pass,NER,GD,GONDA JN,SCC,SITAPUR CANT,05:00:00,09:05:00,4.0,5.0,159.0,55036,0,0,0,0,0,0,TRN,TARAON,NER,Uttar Pradesh,"Tranav Railway Station, Uttar Pradesh",83.311179,25.526193
53425,Jamalpur Kiul Passenger,Pass,ER,JMP,JAMALPUR JN,KIUL,KIUL JN,20:00:00,21:25:00,1.0,25.0,45.0,53424,0,0,0,0,0,0,UB,Uska Bazar,NER,Uttar Pradesh,"State Highway 1A, Uttar Pradesh",83.12594999999999,27.189993
55133,Ballia Varanasi Passenger,Pass,NER,BUI,BALLIA,BCY,VARANASI CITY,05:45:00,09:30:00,3.0,45.0,137.0,,0,0,0,0,0,0,VNN,BHANAUR,NR,Uttar Pradesh,"State Highway 36, Uttar Pradesh",82.530022,25.57316
55239,Samastipur Muzaffarpur Passenger,Pass,ECR,SPJ,SAMASTIPUR JN,MFP,MUZAFFARPUR JN,13:00:00,14:30:00,1.0,30.0,52.0,55240,0,0,0,0,0,0,UGU,Ugu,NR,Uttar Pradesh,"Unnao, Uttar Pradesh",80.299391,26.804338
55339,KasGanj-Mathura Passenger,Pass,NER,KSJ,KASGANJ,MTJ,MATHURA JN,11:55:00,14:50:00,2.0,55.0,105.0,,0,0,0,0,0,0,AFR,ASAFPUR,NR,Uttar Pradesh,"Bijnor, Uttar Pradesh",78.905957,28.405553
55348,LAL KUAN - BAREILLY CITY  PASSENGER,Pass,NER,LKU,LAL KUAN,BC,BAREILLY CITY,08:30:00,11:10:00,2.0,40.0,105.0,55349,0,0,0,0,0,0,AMA,ATAMANDA,NER,Uttar Pradesh,"State Highway 37, Uttar Pradesh",79.468143,28.58606
55504,Darbhanga-Samastipur Passenger,Pass,ECR,DBG,DARBHANGA JN,SPJ,SAMASTIPUR JN,07:45:00,09:10:00,1.0,25.0,36.0,55503,0,0,0,0,0,0,AHU,Ahirauli,NER,Uttar Pradesh,"State Highway 1A, Uttar Pradesh",83.03422499999999,27.30686
55520,Jaynagar Darbhanga Passenger,Pass,ECR,JYG,JAYNAGAR,DBG,DARBHANGA JN,17:20:00,20:00:00,2.0,40.0,73.0,55519,0,0,0,0,0,0,YDV,Yadvendranagar,NER,Uttar Pradesh,"Yadvendranagar, Uttar Pradesh",82.75140999999999,25.756558
55529,Samastipur-Raxaul Passenger,Pass,ECR,SPJ,SAMASTIPUR JN,RXL,RAXAUL JN,07:40:00,13:55:00,6.0,15.0,182.0,55530,0,0,0,0,0,0,YEAM,Yogendra Dham Halt,NER,Uttar Pradesh,"Yogendra Dham, Uttar Pradesh",81.728543,27.454598
55530,Raxaul-Samastipur Passenger,Pass,NER,RXL,RAXAUL JN,SPJ,SAMASTIPUR JN,16:05:00,22:55:00,6.0,50.0,182.0,55529,0,0,0,0,0,0,AKW,Akora,NCR,Uttar Pradesh,"National Highway 86, Uttar Pradesh",80.139995,25.613687
55538,Samastipur-Katihar Passenger,Pass,ECR,SPJ,SAMASTIPUR JN,KIR,KATIHAR JN,12:45:00,19:50:00,7.0,5.0,230.0,55537,0,0,0,0,0,0,BEU,Bisheshwarganj,NER,Uttar Pradesh,"Bisheshwarganj, Uttar Pradesh",81.833817,27.341282
55553,Dauram Madhepura Samastipur Passenger,Pass,NER,DMH,Dauram Madhepura,SPJ,SAMASTIPUR JN,05:30:00,12:10:00,6.0,40.0,158.0,55554,0,0,0,0,0,0,BPR,BHOJIPURA JN,NER,Uttar Pradesh,"SH 37, Uttar Pradesh",79.44724,28.4939826
55569,DauramMadhepura-Saharsa Passenger,Pass,NER,DMH,Dauram Madhepura,SHC,SAHARSA JN,11:05:00,12:10:00,1.0,5.0,22.0,55570,0,0,0,0,0,0,BFV,BAHELIA BUZURG,NER,Uttar Pradesh,"Bahelia Buzurg, Uttar Pradesh",80.512537,28.046924
55570,Saharsa-DauramMadhepura Passenger,Pass,NER,SHC,SAHARSA JN,DMH,Dauram Madhepura,09:50:00,10:45:00,0.0,55.0,22.0,55569,0,0,0,0,0,0,BHBR,Bathua Bazar,NER,Uttar Pradesh,"Phulwaria, Uttar Pradesh",84.2321793958,26.4968303633
55573,Raxaul Narkatiaganj Passenger,Pass,NER,RXL,RAXAUL JN,NKE,NARKATIAGANJ JN,19:15:00,22:00:00,2.0,45.0,88.0,55574,0,0,0,0,0,0,BTKP,BHARAT KUP,NCR,Uttar Pradesh,"Chitrakoot, Uttar Pradesh",80.76767899999999,25.217166
55574,Narkatiaganj Raxaul Passenger,Pass,NER,NKE,NARKATIAGANJ JN,RXL,RAXAUL JN,08:50:00,11:40:00,2.0,50.0,88.0,55573,0,0,0,0,0,0,BIK,BHIRA KHERI,NER,Uttar Pradesh,"Lakhimpur Kheri, Uttar Pradesh",80.486132,28.334799
55575,Darbhanga-Biraul Passenger,Pass,ECR,DBG,DARBHANGA JN,BIRL,Biraul,08:00:00,10:45:00,2.0,45.0,54.0,55576,0,0,0,0,0,0,BAOL,BAOLI,NR,Uttar Pradesh,"Bagpat, Uttar Pradesh",77.278015354,29.1404570352
55576,Biraul-Darbhanga Passenger,Pass,ECR,BIRL,Biraul,DBG,DARBHANGA JN,17:00:00,19:40:00,2.0,40.0,54.0,55575,0,0,0,0,0,0,BTX,BELA TAL,NCR,Uttar Pradesh,"Chhatarpur, Uttar Pradesh",79.55448188960001,25.2767862477
55712,New Jalpaiguri Malda Town Passenger,Pass,NFR,NJP,NEW JALPAIGURI,MLDT,MALDA TOWN,05:45:00,14:30:00,8.0,45.0,232.0,55711,0,0,0,0,0,0,BLTR,BELTHARA ROAD,NER,Uttar Pradesh,"Belthara, Uttar Pradesh",83.841719,26.121418
55721,Malda Town Balurghat Passenger,Pass,NFR,MLDT,MALDA TOWN,BLGT,BALURGHAT,06:50:00,09:40:00,2.0,50.0,104.0,55722,0,0,0,0,0,0,BCY,VARANASI CITY,NER,Uttar Pradesh,"Varanasi, Uttar Pradesh",83.0141142,25.3341176
55736,Jogbani Katihar Passenger,Pass,NFR,JBN,JOGBANI,KIR,KATIHAR JN,10:40:00,13:55:00,3.0,15.0,108.0,55735,0,0,0,0,0,0,BNKJ,BANKE GANJ,NER,Uttar Pradesh,"Lakhimpur Kheri, Uttar Pradesh",80.416286,28.158478
55750,Haldibari New Jalpaiguri Passenger,Pass,NFR,HDB,HALDIBARI,NJP,NEW JALPAIGURI,11:45:00,13:35:00,1.0,50.0,56.0,55749,0,0,0,0,0,0,DMW,Dalmau Junction,NR,Uttar Pradesh,"Dalmau, Uttar Pradesh",81.05365,26.07525
53431,Sahibganj Jamalpur Passenger,Pass,ER,SBG,SAHIBGANJ JN,JMP,JAMALPUR JN,07:45:00,11:25:00,3.0,40.0,135.0,53432,0,0,0,0,0,0,BWR,BARWA SAGAR,NCR,Uttar Pradesh,"Jhansi(0510-2440441), Uttar Pradesh",78.731628,25.351848
55755,Manihari Katihar Pass,Pass,NFR,MHI,Manihari,KIR,KATIHAR JN,08:30:00,09:35:00,1.0,5.0,24.0,55756,0,0,0,0,0,0,BUBT,BURAHA BHARTHA,NCR,Uttar Pradesh,"Buraha Bharthara, Uttar Pradesh",78.67032900000001,27.108219
55905,Dibrugarh Ledo Passenger,Pass,NFR,DBRT,DIBRUGARH TOWN,LEDO,Ledo,07:05:00,10:45:00,3.0,40.0,103.0,55906,0,0,0,0,0,0,GTP,Ghatpuri,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",79.20593600000001,28.125246
56040,Thanjavur Kumbakonam Passenger,Pass,SR,TJ,THANJAVUR,KMU,KUMBAKONAM,18:05:00,19:30:00,1.0,25.0,39.0,56039,0,0,0,0,0,0,DWI,DINGWAHI,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.414159,25.416805
56213,CHAMARAJANAGAR - TIRUPATI Fast Passenger,Pass,SWR,CMNR,CHAMARAJANAGAR,TPTY,TIRUPATI MAIN,15:00:00,05:35:00,14.0,35.0,535.0,56214,1,0,0,0,1,0,GLBN,GUJRAN BALWA,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.301364624,29.4068014069
56043,Guruvayur Thrissur Passenger,Pass,SR,GUV,GURUVAYUR,TCR,THRISUR,17:05:00,17:40:00,0.0,35.0,23.0,56044,0,0,0,0,0,0,GK,GOLA GOKARANATH,NER,Uttar Pradesh,"Gola, Uttar Pradesh",80.475468,28.084651
56103,Mettur Dam Salem Passenger,Pass,SR,MTDM,METUR DAM,SA,SALEM JN,09:05:00,10:35:00,1.0,30.0,39.0,56102,0,0,0,0,0,0,GDO,Goverdhan,NCR,Uttar Pradesh,"Mathura District, Uttar Pradesh",77.46164300000001,27.520546
56144,Coimbatore Mettupalaiyam Passenger,Pass,SR,CBE,COIMBATORE JN,MTP,Mettupalayam,17:55:00,18:45:00,0.0,50.0,35.0,56145,0,0,0,0,0,0,GRMR,Garhi Manikpur,NR,Uttar Pradesh,"Garhi Manikpur, Uttar Pradesh",81.40315299999999,25.786329
